"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Margin of Error!!Households!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Margin of Error!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Margin of Error!!Families!!Total","Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Margin of Error!!Families!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"1400000US51161030602","Census Tract 306.02; Roanoke County; Virginia","918","173","0.0","4.3","0.0","4.3","2.8","2.4","9.4","9.0","8.0","5.6","11.7","10.0","10.9","11.3","16.9","7.9","14.8","8.3","25.6","9.8","118438","28201","177216","37262","46.3","(X)","(X)","(X)","(X)","(X)","736","159","0.0","5.3","0.0","5.3","0.0","5.3","8.8","10.8","7.5","5.5","6.0","6.1","12.1","13.7","18.3","8.7","17.8","10.7","29.5","11.5","135000","35419","196477","45458","(X)","(X)","46.7","(X)","(X)","(X)","672","152","0.0","5.8","0.0","5.8","0.0","5.8","7.7","11.6","8.2","5.9","6.5","6.8","13.2","14.9","20.1","9.3","11.9","7.8","32.3","12.6","133782","25372","N","N","(X)","(X)","(X)","(X)","(X)","(X)","182","98","0.0","19.6","0.0","19.6","14.3","13.2","18.7","17.3","9.9","18.6","33.5","36.5","0.0","19.6","11.0","16.1","9.3","14.5","3.3","5.3","52895","12255","83519","39378","(X)","(X)","(X)","(X)","44.5","(X)",
"1400000US51161030701","Census Tract 307.01; Roanoke County; Virginia","2621","244","2.4","2.7","1.7","1.7","1.1","1.4","8.1","4.3","8.5","4.1","10.6","5.8","19.2","7.0","26.7","7.5","9.4","4.0","12.3","4.4","97110","10278","113863","11656","43.3","(X)","(X)","(X)","(X)","(X)","2048","259","4.9","4.5","0.6","1.0","0.7","1.1","8.2","4.6","8.2","3.9","4.9","3.4","18.4","7.9","29.6","8.8","11.2","4.7","13.3","5.6","104350","8734","120706","14861","(X)","(X)","44.2","(X)","(X)","(X)","1703","254","0.9","1.5","0.7","1.2","0.0","2.3","8.7","5.4","7.8","4.4","5.9","3.9","14.4","6.8","32.7","9.3","13.5","5.8","15.3","6.5","110208","14341","N","N","(X)","(X)","(X)","(X)","(X)","(X)","573","198","0.0","6.7","5.6","6.9","2.8","4.6","7.7","7.8","11.7","8.0","30.9","20.5","13.6","13.7","16.2","16.4","2.8","4.9","8.7","7.8","67835","23409","82821","16081","(X)","(X)","(X)","(X)","40.3","(X)",
"1400000US51161030702","Census Tract 307.02; Roanoke County; Virginia","2304","243","0.3","0.6","4.6","4.2","6.4","5.5","11.2","4.6","13.2","5.5","20.6","7.7","12.9","5.5","18.2","5.9","8.4","4.9","4.2","2.9","61883","8945","82211","9308","32.9","(X)","(X)","(X)","(X)","(X)","1486","233","0.0","2.7","0.9","1.1","5.0","3.8","12.9","8.0","9.4","5.8","21.9","10.1","13.7","7.4","17.6","6.8","13.1","7.4","5.4","4.2","74333","26224","92959","12616","(X)","(X)","35.3","(X)","(X)","(X)","1117","216","0.0","3.5","0.5","1.0","2.0","2.4","7.4","7.4","9.4","6.4","25.1","11.9","9.6","4.9","21.5","8.5","17.4","9.1","7.2","5.4","90750","42214","N","N","(X)","(X)","(X)","(X)","(X)","(X)","818","171","1.0","1.6","11.1","11.5","15.3","14.5","13.6","6.7","15.3","7.8","11.1","7.7","11.5","8.8","19.2","11.4","0.0","4.8","2.0","3.1","38750","17504","58389","12835","(X)","(X)","(X)","(X)","28.7","(X)",
"1400000US51161030802","Census Tract 308.02; Roanoke County; Virginia","1922","209","0.6","1.1","1.0","1.8","6.7","4.8","6.8","5.2","6.5","3.8","21.6","7.6","17.5","5.7","22.6","7.5","7.1","5.3","9.6","5.4","81631","9208","100743","11750","43.8","(X)","(X)","(X)","(X)","(X)","1243","192","0.0","3.2","1.8","2.8","1.9","3.2","2.4","4.5","3.5","3.6","16.6","8.8","18.4","7.8","34.0","10.5","6.5","4.7","14.9","8.4","117067","20637","122085","14511","(X)","(X)","41.0","(X)","(X)","(X)","982","208","0.0","4.0","0.0","4.0","2.4","4.0","0.0","4.0","2.5","3.4","14.7","8.9","16.1","8.8","37.2","12.3","8.2","6.2","18.8","10.0","121158","3831","N","N","(X)","(X)","(X)","(X)","(X)","(X)","679","144","1.8","3.1","2.9","4.9","15.3","13.3","11.5","11.2","14.6","10.4","30.9","12.5","13.1","9.3","1.8","3.1","8.1","12.2","0.0","5.7","51743","15065","59303","18277","(X)","(X)","(X)","(X)","48.7","(X)",
"1400000US51161030803","Census Tract 308.03; Roanoke County; Virginia","1669","181","1.4","1.8","1.5","2.0","4.5","3.0","4.3","3.0","13.8","5.6","17.7","7.7","15.4","6.3","30.0","10.9","1.1","1.8","10.4","7.2","89485","13487","109797","23994","33.9","(X)","(X)","(X)","(X)","(X)","844","162","1.2","2.1","0.0","4.6","0.9","1.9","3.6","3.5","9.7","6.4","15.4","6.8","18.1","11.2","35.7","14.0","2.1","3.6","13.3","12.2","102250","24358","138391","44649","(X)","(X)","38.5","(X)","(X)","(X)","476","129","0.0","8.1","0.0","8.1","1.7","3.4","2.9","4.4","4.0","5.1","8.8","8.7","17.6","12.3","51.1","22.2","3.8","6.3","10.1","11.8","117917","12978","N","N","(X)","(X)","(X)","(X)","(X)","(X)","825","169","1.7","2.9","3.0","4.2","8.1","6.0","5.0","4.6","17.9","9.4","25.7","13.1","11.0","8.5","20.1","13.0","0.0","4.7","7.4","6.5","57454","10457","76051","14259","(X)","(X)","(X)","(X)","29.2","(X)",
"1400000US51161030804","Census Tract 308.04; Roanoke County; Virginia","789","86","0.8","1.5","2.4","3.9","5.3","7.7","8.2","5.5","20.5","12.6","23.7","13.1","7.5","4.9","18.8","8.6","10.5","7.4","2.3","2.6","69728","12737","81092","11643","33.2","(X)","(X)","(X)","(X)","(X)","410","82","0.0","9.3","0.0","9.3","0.0","9.3","7.1","7.8","16.3","11.9","22.2","15.5","7.8","6.4","29.0","14.7","13.2","10.0","4.4","5.3","86957","41551","98528","16347","(X)","(X)","33.4","(X)","(X)","(X)","306","78","0.0","12.2","0.0","12.2","0.0","12.2","4.9","7.4","13.4","13.7","8.8","9.6","10.5","8.9","38.9","18.3","17.6","12.8","5.9","6.7","110972","16252","N","N","(X)","(X)","(X)","(X)","(X)","(X)","379","97","1.6","3.0","5.0","8.3","11.1","15.8","9.5","8.8","25.1","21.8","25.9","23.0","7.1","8.2","7.1","11.8","7.7","10.8","0.0","10.0","46683","39700","61930","18617","(X)","(X)","(X)","(X)","33.0","(X)",
"1400000US51161030900","Census Tract 309; Roanoke County; Virginia","2893","360","5.2","4.5","1.1","1.3","5.7","3.6","8.5","4.1","15.3","7.1","10.4","4.1","13.4","6.2","10.7","3.8","6.2","2.6","23.6","7.5","87837","20715","136593","23285","52.8","(X)","(X)","(X)","(X)","(X)","1871","290","5.1","5.3","0.0","2.1","0.9","1.5","5.6","3.3","13.5","8.6","6.2","4.3","10.8","4.8","15.2","5.7","8.9","4.2","33.7","10.2","120250","35374","178156","32673","(X)","(X)","47.4","(X)","(X)","(X)","1468","240","5.8","6.5","0.0","2.7","0.0","2.7","3.6","3.6","5.9","3.3","2.1","1.8","11.2","5.4","18.4","7.1","10.1","4.7","42.9","11.3","154861","45708","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1022","263","5.4","7.9","3.0","3.7","14.4","9.7","13.7","10.3","20.9","11.4","15.8","8.7","18.1","15.1","3.9","4.2","2.9","4.1","1.9","3.2","47373","9223","57820","13815","(X)","(X)","(X)","(X)","62.7","(X)",
"1400000US51161031000","Census Tract 310; Roanoke County; Virginia","1488","197","2.0","1.7","6.5","4.1","20.8","9.4","7.9","3.8","6.7","3.2","14.6","5.0","12.9","6.4","15.7","7.2","7.9","4.9","5.1","3.7","63088","20573","78787","15158","36.9","(X)","(X)","(X)","(X)","(X)","956","198","0.0","4.1","0.5","1.1","15.7","13.2","7.4","4.9","7.5","4.2","18.4","7.0","11.0","7.1","20.7","10.3","12.3","7.5","6.4","5.0","75370","22316","96732","21111","(X)","(X)","40.8","(X)","(X)","(X)","712","189","0.0","5.5","0.0","5.5","14.2","15.7","6.3","5.0","10.1","5.5","15.7","6.5","13.2","8.7","19.0","8.5","12.9","9.1","8.6","6.8","77407","28134","N","N","(X)","(X)","(X)","(X)","(X)","(X)","532","126","5.6","4.7","17.1","10.2","30.1","13.5","10.0","6.6","5.1","5.0","14.8","10.7","7.9","8.0","6.6","6.8","0.0","7.2","2.8","5.0","24375","7839","45259","11984","(X)","(X)","(X)","(X)","29.9","(X)",
"1400000US51161031101","Census Tract 311.01; Roanoke County; Virginia","2023","223","2.1","1.5","6.0","2.8","6.5","4.0","10.4","4.8","12.9","5.7","27.9","10.5","6.1","3.6","9.7","4.7","5.5","3.9","13.0","9.0","54743","3989","85488","17907","47.9","(X)","(X)","(X)","(X)","(X)","1199","224","4.7","6.5","0.9","1.5","4.3","4.9","4.3","5.1","7.9","5.0","23.4","11.1","10.8","6.5","16.4","7.7","7.7","5.7","19.7","14.5","82330","20542","111236","27210","(X)","(X)","53.9","(X)","(X)","(X)","529","139","0.0","7.3","0.0","7.3","0.0","7.3","7.2","10.7","7.8","7.4","16.1","10.0","11.7","7.9","26.5","12.0","17.4","11.5","13.4","11.8","120156","45725","N","N","(X)","(X)","(X)","(X)","(X)","(X)","824","224","5.1","3.7","13.3","7.1","9.8","6.8","12.5","7.0","20.0","11.7","34.3","17.0","2.4","2.9","0.0","4.7","2.4","4.0","0.0","4.7","41037","9473","41063","7049","(X)","(X)","(X)","(X)","39.2","(X)",
"1400000US51161031102","Census Tract 311.02; Roanoke County; Virginia","1663","213","1.6","1.6","9.3","5.2","3.7","2.8","9.1","4.9","9.8","4.7","8.4","4.1","23.6","11.2","29.3","10.0","3.2","2.5","2.0","2.3","84140","4925","82470","9337","45.0","(X)","(X)","(X)","(X)","(X)","994","174","0.0","3.9","3.4","4.8","1.4","2.1","7.7","6.6","8.7","5.4","10.0","5.4","18.9","8.5","41.1","11.7","5.4","4.3","3.3","3.8","99868","19769","101061","11733","(X)","(X)","42.1","(X)","(X)","(X)","655","120","0.0","5.9","0.0","5.9","2.1","3.2","5.5","6.0","7.9","6.0","12.8","8.0","13.4","9.5","44.9","12.6","8.2","6.5","5.0","5.7","112614","21968","N","N","(X)","(X)","(X)","(X)","(X)","(X)","669","221","4.0","4.3","18.1","11.3","7.0","6.5","12.4","8.5","11.5","8.3","7.0","5.8","33.0","22.6","6.9","9.1","0.0","5.8","0.0","5.8","42614","40507","53289","12587","(X)","(X)","(X)","(X)","48.1","(X)",
"1400000US51161031201","Census Tract 312.01; Roanoke County; Virginia","2074","170","2.5","3.0","4.9","4.7","8.3","5.5","5.1","4.0","11.8","6.2","19.5","8.0","13.4","4.9","20.6","5.9","8.7","4.0","5.3","2.9","71136","11679","94001","14169","38.8","(X)","(X)","(X)","(X)","(X)","1536","195","0.8","1.4","3.4","3.9","0.0","2.6","5.3","4.2","18.0","8.9","14.6","6.1","14.8","5.1","25.5","7.9","11.7","5.3","5.9","3.7","90199","14895","108519","18235","(X)","(X)","33.5","(X)","(X)","(X)","1132","209","0.0","3.5","0.0","3.5","0.0","3.5","3.0","3.8","9.1","8.2","15.0","7.7","17.4","7.2","31.5","10.1","15.9","6.9","8.0","4.9","115227","20770","N","N","(X)","(X)","(X)","(X)","(X)","(X)","538","119","7.1","10.8","9.1","13.7","32.0","20.5","8.0","10.1","14.9","10.7","15.1","12.3","5.4","6.2","5.2","5.9","0.0","7.2","3.3","5.3","28750","17270","45975","17661","(X)","(X)","(X)","(X)","37.9","(X)",
"1400000US51161031202","Census Tract 312.02; Roanoke County; Virginia","2400","224","9.2","5.9","4.3","3.2","2.2","1.8","4.8","2.6","9.3","4.0","13.0","6.6","16.4","4.5","18.3","5.5","12.5","4.3","10.2","4.6","83854","9113","108753","16078","35.0","(X)","(X)","(X)","(X)","(X)","1643","163","1.7","1.9","0.0","2.4","0.9","1.4","4.5","3.1","9.9","4.8","8.8","6.3","21.5","6.0","23.4","7.9","14.4","5.4","14.9","6.5","103427","14037","135920","22622","(X)","(X)","32.3","(X)","(X)","(X)","1446","169","1.1","1.8","0.0","2.7","1.0","1.5","4.1","3.2","10.2","5.3","4.4","3.8","23.1","5.9","23.8","8.8","15.4","5.8","16.9","7.3","113289","18558","N","N","(X)","(X)","(X)","(X)","(X)","(X)","757","245","25.5","16.9","13.6","10.1","4.9","5.0","5.3","5.0","7.9","6.5","27.9","18.0","5.4","4.8","9.5","7.5","0.0","5.1","0.0","5.1","35724","34005","41050","12344","(X)","(X)","(X)","(X)","40.8","(X)",
"1400000US51163930101","Census Tract 9301.01; Rockbridge County; Virginia","1323","224","3.0","3.1","1.9","2.0","6.0","5.5","21.9","13.4","8.9","6.7","14.6","8.4","21.1","10.9","13.4","7.7","5.0","3.2","4.2","3.5","61867","15808","74088","12534","52.0","(X)","(X)","(X)","(X)","(X)","1008","235","1.1","1.8","1.7","2.2","5.8","6.7","17.5","15.3","4.7","4.8","16.7","9.6","27.7","14.0","15.9","8.7","6.5","4.2","2.6","3.2","75475","19263","75889","11276","(X)","(X)","53.7","(X)","(X)","(X)","602","206","0.0","6.4","1.0","1.8","7.1","10.8","21.6","22.9","3.7","4.3","15.3","10.5","19.9","15.2","18.1","12.4","9.0","6.3","4.3","5.3","75909","34959","N","N","(X)","(X)","(X)","(X)","(X)","(X)","315","104","9.2","10.8","2.5","4.6","7.0","8.4","36.2","24.9","22.5","24.2","15.6","19.4","0.0","11.9","3.2","5.4","0.0","11.9","3.8","5.8","31393","16524","50052","19236","(X)","(X)","(X)","(X)","43.2","(X)",
"1400000US51163930102","Census Tract 9301.02; Rockbridge County; Virginia","1900","219","5.6","3.6","2.5","2.7","7.5","4.3","9.1","5.8","15.3","5.8","15.6","7.7","15.8","5.1","10.7","4.6","11.9","8.1","5.9","4.9","60862","12191","88757","20579","34.5","(X)","(X)","(X)","(X)","(X)","1289","214","2.2","2.6","1.4","2.1","4.1","3.5","2.5","3.2","13.5","7.3","10.8","7.2","23.4","7.5","15.8","6.8","17.6","11.0","8.7","7.1","88561","12908","114744","26268","(X)","(X)","36.6","(X)","(X)","(X)","1124","214","1.4","2.3","0.0","3.5","3.0","2.9","2.8","3.7","12.5","7.3","10.6","7.4","23.0","8.1","17.1","7.9","20.2","12.2","9.3","8.2","97625","22676","N","N","(X)","(X)","(X)","(X)","(X)","(X)","611","161","12.6","9.6","4.9","6.6","14.6","10.4","23.1","15.5","19.1","13.4","25.7","15.3","0.0","6.3","0.0","6.3","0.0","6.3","0.0","6.3","32209","6246","33934","5457","(X)","(X)","(X)","(X)","30.0","(X)",
"1400000US51163930200","Census Tract 9302; Rockbridge County; Virginia","1940","253","4.6","3.1","6.0","4.8","17.7","8.9","8.7","4.8","13.7","7.2","15.0","6.7","4.6","3.3","9.3","3.9","12.2","5.3","8.1","4.6","48370","16254","87050","18112","38.6","(X)","(X)","(X)","(X)","(X)","1173","237","4.3","4.3","0.1","0.2","16.2","11.5","8.5","6.5","7.5","5.0","15.4","7.2","3.7","3.4","12.6","5.9","18.2","7.9","13.4","7.7","66599","42126","116403","28600","(X)","(X)","46.3","(X)","(X)","(X)","933","225","2.1","3.7","0.0","4.2","14.0","13.7","10.5","8.1","3.6","3.4","19.3","9.1","4.3","4.2","15.9","7.6","18.2","8.9","12.0","8.1","78036","45986","N","N","(X)","(X)","(X)","(X)","(X)","(X)","767","161","5.0","5.3","15.1","11.8","20.9","11.6","9.3","7.0","25.9","15.6","14.3","12.2","3.0","4.1","3.5","4.2","3.0","4.8","0.0","5.1","34531","13418","40174","9000","(X)","(X)","(X)","(X)","26.6","(X)",
"1400000US51163930301","Census Tract 9303.01; Rockbridge County; Virginia","1116","226","3.3","3.0","1.4","2.3","3.3","3.6","17.7","13.0","20.8","9.6","26.6","10.4","9.4","8.3","8.1","4.7","4.9","5.6","4.5","3.7","53347","9996","70375","12986","47.2","(X)","(X)","(X)","(X)","(X)","646","147","0.0","6.0","0.0","6.0","3.6","4.4","5.0","5.9","23.5","11.7","32.0","13.4","8.2","7.4","11.5","6.9","8.5","9.6","7.7","5.9","59130","7880","89759","16365","(X)","(X)","45.7","(X)","(X)","(X)","561","147","0.0","6.9","0.0","6.9","2.7","4.3","3.7","6.1","17.3","10.0","36.9","14.2","7.5","7.5","13.2","8.1","9.8","10.9","8.9","7.1","61224","10431","N","N","(X)","(X)","(X)","(X)","(X)","(X)","470","239","7.9","6.6","3.4","6.0","3.0","5.9","35.1","24.2","17.0","18.0","19.1","16.4","11.1","17.5","3.4","5.4","0.0","8.2","0.0","8.2","35682","30942","43733","11562","(X)","(X)","(X)","(X)","49.4","(X)",
"1400000US51163930302","Census Tract 9303.02; Rockbridge County; Virginia","1506","186","0.7","1.2","0.0","2.6","3.2","2.8","14.4","8.1","6.0","3.9","19.3","6.2","21.4","8.0","17.3","7.3","9.0","4.3","8.6","4.5","81124","7176","108284","17719","39.7","(X)","(X)","(X)","(X)","(X)","1060","123","0.0","3.7","0.0","3.7","2.4","3.0","10.8","7.8","2.3","3.0","19.0","8.1","22.3","9.2","20.3","7.8","11.1","5.9","11.9","6.4","97753","31246","124861","24735","(X)","(X)","40.8","(X)","(X)","(X)","917","110","0.0","4.3","0.0","4.3","2.7","3.6","1.7","2.8","2.6","3.5","21.7","8.7","25.7","11.0","22.0","8.3","12.9","6.8","10.6","6.8","98687","21828","N","N","(X)","(X)","(X)","(X)","(X)","(X)","446","166","2.5","4.0","0.0","8.6","5.2","6.7","22.9","20.1","15.0","11.6","20.2","13.1","19.3","14.1","10.3","14.9","3.8","4.3","0.9","1.6","56786","17659","66843","15096","(X)","(X)","(X)","(X)","37.2","(X)",
