"ARREST_KEY","ARREST_DATE","PD_CD","PD_DESC","KY_CD","OFNS_DESC","LAW_CODE","LAW_CAT_CD","ARREST_BORO","ARREST_PRECINCT","JURISDICTION_CODE","AGE_GROUP","PERP_SEX","PERP_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","New Georeferenced Column"
289373877,2024-07-01,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","K",70,0,"25-44","M","BLACK",991626,169071,40.630736,-73.973423,"POINT (-73.973423 40.630736)"
289449082,2024-07-02,268,"CRIMINAL MIS 2 & 3",121,"CRIMINAL MISCHIEF & RELATED OF","PL 1450502","F","K",70,0,"25-44","M","BLACK",992093,175885,40.649437,-73.971734,"POINT (-73.971734 40.649437)"
289384126,2024-07-01,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",41,0,"25-44","M","AMERICAN INDIAN/ALASKAN NATIVE",1012788,238406,40.8209988805647,-73.8968919105807,"POINT (-73.89689191058075 40.82099888056469)"
289416628,2024-07-02,223,"BURGLARY,RESIDENCE,NIGHT",107,"BURGLARY","PL 1402502","F","K",71,0,"18-24","M","BLACK",999005,181250,40.664154,-73.946814,"POINT (-73.946814 40.664154)"
289459439,2024-07-02,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,"FORGERY","PL 1701003","F","M",23,0,"18-24","M","WHITE HISPANIC",998828,226859,40.789341,-73.947351,"POINT (-73.947351 40.789341)"
289446217,2024-07-02,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 160102A","F","B",48,0,"18-24","M","WHITE HISPANIC",1017145,245734,40.841099,-73.881114,"POINT (-73.881114 40.841099)"
289395353,2024-07-01,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,"OTHER STATE LAWS","VTL05110FE","F","M",34,0,"25-44","M","BLACK",1006670,254235,40.8644624839073,-73.9189433734762,"POINT (-73.91894337347615 40.86446248390731)"
289455631,2024-07-02,793,"WEAPONS POSSESSION 3",118,"DANGEROUS WEAPONS","PL 2650201","F","M",28,0,"18-24","M","BLACK",997503,233971,40.8088622048922,-73.9521255138934,"POINT (-73.95212551389345 40.80886220489215)"
289441033,2024-07-02,505,"CONTROLLED SUBSTANCE, POSSESSI",117,"DANGEROUS DRUGS","PL 2200901","F","K",75,0,"25-44","M","BLACK",1015920,187285,40.6806741318245,-73.8858167321843,"POINT (-73.8858167321843 40.680674131824496)"
289403841,2024-07-01,759,"PUBLIC ADMINISTATION,UNCLASS M",359,"OFFENSES AGAINST PUBLIC ADMINI","PL 1950500","M","K",84,97,"25-44","M","WHITE",987295,190704,40.690115,-73.989019,"POINT (-73.989019 40.690115)"
289428027,2024-07-02,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1601503","F","Q",105,0,"18-24","M","BLACK",1057766,203992,40.726284,-73.73476,"POINT (-73.73476 40.726284)"
289356514,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",101,0,"25-44","M","BLACK",1052442,159782,40.6049785959371,-73.7544185270777,"POINT (-73.75441852707769 40.60497859593714)"
289377684,2024-07-01,268,"CRIMINAL MIS 2 & 3",121,"CRIMINAL MISCHIEF & RELATED OF","PL 1451000","F","M",17,0,"25-44","M","BLACK",992253,214996,40.756789,-73.97111,"POINT (-73.97111 40.756789)"
289396996,2024-07-02,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1601504","F","M",25,0,"<18","M","BLACK",1000581,231070,40.800896,-73.941011,"POINT (-73.941011 40.800896)"
289459166,2024-07-02,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,"GRAND LARCENY","PL 1553001","F","Q",105,0,"18-24","M","BLACK",1057766,203992,40.726284,-73.73476,"POINT (-73.73476 40.726284)"
289424691,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",110,0,"<18","M","WHITE HISPANIC",1020232,210719,40.744981,-73.870144,"POINT (-73.870144 40.744981)"
289392873,2024-07-01,113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201500","M","K",67,0,"45-64","M","BLACK",998656,174657,40.646059,-73.948085,"POINT (-73.948085 40.646059)"
289373846,2024-07-01,16,"FUGITIVE/OTHER STATES",995,"FOR OTHER AUTHORITIES","FOA9000016","","K",75,0,"18-24","F","BLACK",1017119,183909,40.671404,-73.881509,"POINT (-73.881509 40.671404)"
289432182,2024-07-02,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","Q",109,0,"25-44","F","WHITE HISPANIC",1030206,215367,40.757691,-73.834115,"POINT (-73.834115 40.757691)"
289358736,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",115,0,"18-24","M","WHITE HISPANIC",1015767,211591,40.747391,-73.886252,"POINT (-73.886252 40.747391)"
289458616,2024-07-02,113,"MENACING,UNCLASSIFIED",344,"ASSAULT 3 & RELATED OFFENSES","PL 1201401","M","K",69,0,"25-44","M","BLACK",1011359,174331,40.6451334331372,-73.9023130667599,"POINT (-73.90231306675994 40.64513343313719)"
289373904,2024-07-01,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1601503","F","M",33,0,"25-44","M","BLACK",1001888,245600,40.840775,-73.936253,"POINT (-73.936253 40.840775)"
289394614,2024-07-01,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,"FORGERY","PL 1702500","F","B",44,0,"25-44","M","BLACK",1005022,240771,40.8275118078108,-73.9249432111774,"POINT (-73.92494321117745 40.827511807810794)"
289416625,2024-07-02,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200600","F","B",48,0,"25-44","M","BLACK",1011780,246837,40.844144,-73.900499,"POINT (-73.900499 40.844144)"
289373830,2024-07-01,478,"THEFT OF SERVICES, UNCLASSIFIE",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","B",41,1,"45-64","M","BLACK",1014509,238113,40.8201889511474,-73.8906752472269,"POINT (-73.8906752472269 40.820188951147415)"
289428007,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",47,0,"25-44","M","BLACK HISPANIC",1026620,263931,40.891003,-73.846753,"POINT (-73.846753 40.891003)"
289449115,2024-07-02,681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","Q",103,0,"25-44","F","WHITE HISPANIC",1041717,197008,40.7072398161698,-73.7927267255908,"POINT (-73.7927267255908 40.7072398161698)"
289394635,2024-07-01,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","Q",103,0,"45-64","M","BLACK",1041920,196748,40.706519,-73.791995,"POINT (-73.791995 40.706519)"
289421424,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",47,0,"25-44","M","BLACK",1026620,263931,40.891003,-73.846753,"POINT (-73.846753 40.891003)"
289358728,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",75,0,"25-44","F","WHITE HISPANIC",1012778,180442,40.661904,-73.897172,"POINT (-73.897172 40.661904)"
289441037,2024-07-02,705,"FORGERY,ETC.-MISD.",358,"OFFENSES INVOLVING FRAUD","PL 1702000","M","K",70,0,"25-44","M","BLACK",995677,176382,40.650799,-73.958817,"POINT (-73.958817 40.650799)"
289458592,2024-07-02,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,"CRIMINAL MISCHIEF & RELATED OF","PL 145004A","M","B",41,0,"25-44","M","WHITE HISPANIC",1015245,235524,40.81308,-73.888027,"POINT (-73.888027 40.81308)"
289436221,2024-07-02,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL05110MU","M","M",20,0,"45-64","M","BLACK",989181,220914,40.7730328196658,-73.9821970822505,"POINT (-73.98219708225045 40.7730328196658)"
289377682,2024-07-01,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,"GRAND LARCENY","PL 1553001","F","M",18,0,"<18","M","ASIAN / PACIFIC ISLANDER",990503,215519,40.758225,-73.977428,"POINT (-73.977428 40.758225)"
289452565,2024-07-02,792,"CRIMINAL POSSESSION WEAPON",118,"DANGEROUS WEAPONS","PL 265031B","F","Q",105,0,"25-44","M","BLACK",1056035,195679,40.703481,-73.741096,"POINT (-73.741096 40.703481)"
289373896,2024-07-01,478,"THEFT OF SERVICES, UNCLASSIFIE",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","K",73,0,"45-64","M","BLACK",1005561,181646,40.6652273497394,-73.923182957551,"POINT (-73.92318295755098 40.66522734973944)"
289455610,2024-07-02,750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINI","PL 2053000","M","K",73,1,"25-44","M","BLACK",1010287,186518,40.6785872534152,-73.9061289409916,"POINT (-73.9061289409916 40.67858725341521)"
289351565,2024-07-01,782,"WEAPONS, POSSESSION, ETC",236,"DANGEROUS WEAPONS","PL 2650101","M","Q",115,3,"25-44","M","BLACK",1018623,214936,40.7565675846374,-73.8759315341335,"POINT (-73.8759315341335 40.7565675846374)"
289441034,2024-07-02,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,"GRAND LARCENY","PL 1553001","F","K",84,0,"45-64","M","WHITE HISPANIC",988494,190381,40.6892275817125,-73.9846966903406,"POINT (-73.98469669034057 40.68922758171247)"
289349523,2024-07-01,507,"CONTROLLED SUBSTANCE, POSSESSI",117,"DANGEROUS DRUGS","PL 2200605","F","K",72,0,"25-44","M","WHITE HISPANIC",981530,173860,40.643882,-74.009801,"POINT (-74.009801 40.643882)"
289459450,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",106,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1036627,188750,40.684599,-73.811145,"POINT (-73.811145 40.684599)"
289397858,2024-07-01,639,"AGGRAVATED HARASSMENT 2",361,"OFF. AGNST PUB ORD SENSBLTY &","PL 2403001","M","B",42,0,"25-44","M","WHITE HISPANIC",1016363,243168,40.834057,-73.88395,"POINT (-73.88395 40.834057)"
289373910,2024-07-01,139,"MURDER,UNCLASSIFIED",101,"MURDER & NON-NEGL. MANSLAUGHTE","PL 1252503","F","M",18,0,"25-44","M","BLACK",988210,218129,40.76539,-73.985702,"POINT (-73.985702 40.76539)"
289449123,2024-07-02,681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","Q",103,0,"25-44","F","WHITE HISPANIC",1041717,197008,40.7072398161698,-73.7927267255908,"POINT (-73.7927267255908 40.7072398161698)"
289392863,2024-07-01,662,"MATERIAL              OFFENSIV",361,"OFF. AGNST PUB ORD SENSBLTY &","PL 2451100","M","B",52,0,"25-44","M","WHITE HISPANIC",1017273,255924,40.869067,-73.8806,"POINT (-73.8806 40.869067)"
289380490,2024-07-01,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","M",24,0,"18-24","M","WHITE HISPANIC",993574,228738,40.794507,-73.966322,"POINT (-73.966322 40.794507)"
289432181,2024-07-02,705,"FORGERY,ETC.-MISD.",358,"OFFENSES INVOLVING FRAUD","PL 1702000","M","Q",103,0,"18-24","F","BLACK",1041006,196304,40.705305,-73.795293,"POINT (-73.795293 40.705305)"
289373843,2024-07-01,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1601504","F","B",40,0,"18-24","M","BLACK",1005040,234533,40.810391,-73.924895,"POINT (-73.924895 40.810391)"
289432143,2024-07-02,478,"THEFT OF SERVICES, UNCLASSIFIE",343,"OTHER OFFENSES RELATED TO THEFT","PL 1651503","M","B",41,1,"18-24","M","BLACK HISPANIC",1013878,239551,40.8241379903306,-73.8929486775061,"POINT (-73.89294867750611 40.82413799033059)"
289452557,2024-07-02,503,"CONTROLLED SUBSTANCE,INTENT TO",117,"DANGEROUS DRUGS","PL 2201601","F","M",25,0,"45-64","M","WHITE HISPANIC",1000327,230612,40.799639,-73.94193,"POINT (-73.94193 40.799639)"
289373979,2024-07-01,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200700","F","S",122,0,"18-24","M","WHITE",954771,148450,40.574091,-74.106113,"POINT (-74.106113 40.574091)"
289455653,2024-07-02,268,"CRIMINAL MIS 2 & 3",121,"CRIMINAL MISCHIEF & RELATED OF","PL 1450502","F","Q",110,97,"25-44","M","BLACK",1022564,207129,40.735116,-73.861747,"POINT (-73.861747 40.735116)"
289373923,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",25,51,"25-44","M","BLACK",1003638,226954,40.789593,-73.929984,"POINT (-73.929984 40.789593)"
289452520,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",43,0,"25-44","F","BLACK HISPANIC",1020127,241053,40.828238,-73.87036,"POINT (-73.87036 40.828238)"
289384148,2024-07-01,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",351,"CRIMINAL MISCHIEF & RELATED OF","PL 1456002","M","M",1,0,"25-44","M","ASIAN / PACIFIC ISLANDER",982885,201953,40.720991,-74.004922,"POINT (-74.004922 40.720991)"
289394615,2024-07-01,117,"RECKLESS ENDANGERMENT 1",126,"MISCELLANEOUS PENAL LAW","PL 1202500","F","B",47,0,"25-44","M","BLACK",1026486,262591,40.887325,-73.847247,"POINT (-73.847247 40.887325)"
289449080,2024-07-02,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","K",75,0,"18-24","M","BLACK",1013974,181257,40.664136,-73.892856,"POINT (-73.892856 40.664136)"
289455617,2024-07-02,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1601001","F","K",68,0,"<18","M","ASIAN / PACIFIC ISLANDER",978015,171958,40.638659,-74.022462,"POINT (-74.022462 40.638659)"
289356893,2024-07-01,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",40,0,"25-44","M","BLACK",1006520,236780,40.8165539963201,-73.919543640783,"POINT (-73.919543640783 40.81655399632012)"
289459424,2024-07-02,750,"RESISTING ARREST",359,"OFFENSES AGAINST PUBLIC ADMINI","PL 2053000","M","B",47,0,"25-44","M","BLACK",1022010,266220,40.8973052528536,-73.863416086398,"POINT (-73.86341608639799 40.89730525285365)"
289446291,2024-07-02,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","S",120,0,"25-44","M","BLACK",962808,174275,40.644996,-74.077263,"POINT (-74.077263 40.644996)"
289446236,2024-07-02,511,"CONTROLLED SUBSTANCE, POSSESSI",235,"DANGEROUS DRUGS","PL 2200300","M","K",90,2,"25-44","F","BLACK",1001531,194940,40.701728,-73.937673,"POINT (-73.937673 40.701728)"
289373831,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",52,0,"18-24","M","BLACK HISPANIC",1017273,255924,40.869067,-73.8806,"POINT (-73.8806 40.869067)"
289389377,2024-07-01,511,"CONTROLLED SUBSTANCE, POSSESSI",235,"DANGEROUS DRUGS","PL 2200300","M","K",79,2,"25-44","M","BLACK HISPANIC",999067,193149,40.696816,-73.946564,"POINT (-73.946564 40.696816)"
289391107,2024-07-01,106,"ASSAULT POLICE/PEACE OFFICER",106,"FELONY ASSAULT","PL 1200800","F","B",40,0,"18-24","M","WHITE",1006050,235918,40.8141892208606,-73.9212444410246,"POINT (-73.92124444102458 40.8141892208606)"
289461067,2024-07-02,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1600500","F","Q",110,0,"45-64","M","BLACK HISPANIC",1024462,209506,40.741632,-73.854885,"POINT (-73.854885 40.741632)"
289416665,2024-07-02,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,"MISCELLANEOUS PENAL LAW","PL 1950700","F","Q",113,0,"25-44","M","BLACK",1042371,184681,40.6733926027628,-73.7904728257739,"POINT (-73.79047282577392 40.6733926027628)"
289436228,2024-07-02,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","Q",102,0,"25-44","M","WHITE",1024135,187549,40.6813655470847,-73.8561967915591,"POINT (-73.85619679155909 40.68136554708474)"
289416643,2024-07-02,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,"ROBBERY","PL 1601501","F","M",9,0,"25-44","M","BLACK",987633,203879,40.726278,-73.987794,"POINT (-73.987794 40.726278)"
289446287,2024-07-02,681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","Q",103,0,"18-24","M","WHITE HISPANIC",1041717,197008,40.7072398161698,-73.7927267255908,"POINT (-73.7927267255908 40.7072398161698)"
289373893,2024-07-01,268,"CRIMINAL MIS 2 & 3",121,"CRIMINAL MISCHIEF & RELATED OF","PL 1450502","F","K",67,0,"25-44","M","BLACK",997897,175676,40.648859,-73.95082,"POINT (-73.95082 40.648859)"
289384144,2024-07-01,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1201001","F","K",75,0,"18-24","M","BLACK",1017119,183909,40.671404,-73.881509,"POINT (-73.881509 40.671404)"
289452559,2024-07-02,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","M",18,0,"25-44","M","WHITE HISPANIC",989135,218534,40.766501,-73.982362,"POINT (-73.982362 40.766501)"
289455615,2024-07-02,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,"BURGLARY","PL 1402000","F","K",83,0,"25-44","M","WHITE HISPANIC",1007127,193705,40.698323,-73.917495,"POINT (-73.917495 40.698323)"
289406609,2024-07-02,905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","M",23,0,"25-44","M","BLACK",998101,226069,40.7871724521522,-73.9499816277239,"POINT (-73.94998162772393 40.78717245215218)"
289452566,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","Q",109,0,"18-24","M","WHITE",1032084,216954,40.762037,-73.827328,"POINT (-73.827328 40.762037)"
289373811,2024-07-01,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL05110E2","F","B",47,0,"25-44","M","BLACK",1021270,256789,40.8714232739175,-73.8661449074595,"POINT (-73.86614490745954 40.87142327391746)"
289395099,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",9,0,"25-44","F","BLACK",990397,204360,40.727598,-73.977819,"POINT (-73.977819 40.727598)"
289373836,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",52,0,"25-44","M","BLACK",1014258,256603,40.870942,-73.891499,"POINT (-73.891499 40.870942)"
289452542,2024-07-02,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","M",7,0,"45-64","M","BLACK HISPANIC",987521,201066,40.7185558077005,-73.9882000111009,"POINT (-73.98820001110087 40.71855580770046)"
289452550,2024-07-02,511,"CONTROLLED SUBSTANCE, POSSESSI",235,"DANGEROUS DRUGS","PL 2200300","M","M",28,0,"45-64","M","BLACK",997338,232269,40.8041909311546,-73.9527248697887,"POINT (-73.95272486978865 40.80419093115456)"
289446283,2024-07-02,681,"CHILD, ENDANGERING WELFARE",233,"SEX CRIMES","PL 2601001","M","Q",103,0,"18-24","M","WHITE HISPANIC",1041717,197008,40.7072398161698,-73.7927267255908,"POINT (-73.7927267255908 40.7072398161698)"
289452553,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",26,2,"<18","F","BLACK",996660,235153,40.812109,-73.955168,"POINT (-73.955168 40.812109)"
289391113,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200003","M","B",47,0,"<18","F","BLACK",1028800,258931,40.87727,-73.838904,"POINT (-73.838904 40.87727)"
289459141,2024-07-02,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",49,0,"25-44","M","BLACK",1023915,256443,40.870464,-73.856582,"POINT (-73.856582 40.870464)"
289441022,2024-07-02,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","B",48,0,"<18","F","WHITE HISPANIC",1017035,245577,40.8406664584134,-73.8815124277102,"POINT (-73.88151242771018 40.84066645841341)"
289441064,2024-07-02,707,"IMPERSONATION 2, PUBLIC SERVAN",340,"FRAUDS","PL 1902300","M","Q",103,0,"25-44","M","BLACK",1046049,198483,40.7112508700517,-73.7770870125554,"POINT (-73.77708701255543 40.71125087005173)"
289397862,2024-07-02,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1201200","F","K",75,0,"25-44","M","WHITE HISPANIC",1020916,189150,40.685776,-73.867793,"POINT (-73.867793 40.685776)"
289421437,2024-07-02,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200508","F","Q",103,0,"25-44","M","ASIAN / PACIFIC ISLANDER",1048803,198319,40.710782,-73.767152,"POINT (-73.767152 40.710782)"
289459152,2024-07-02,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","K",78,0,"25-44","F","BLACK",989249,180622,40.662442,-73.981979,"POINT (-73.981979 40.662442)"
289413232,2024-07-02,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,"GRAND LARCENY","PL 1553001","F","Q",104,0,"<18","M","WHITE HISPANIC",1010445,197390,40.708427893753,-73.9055170269814,"POINT (-73.90551702698143 40.70842789375299)"
289446219,2024-07-02,500,"CONTROLLED SUBSTANCE,POSSESS.",117,"DANGEROUS DRUGS","PL 2202101","F","B",46,0,"25-44","M","BLACK HISPANIC",1006824,249160,40.850533,-73.918402,"POINT (-73.918402 40.850533)"
289461062,2024-07-02,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,"GRAND LARCENY","PL 1553001","F","K",63,0,"<18","M","BLACK",1005924,171025,40.6360741435178,-73.9219086280984,"POINT (-73.9219086280984 40.63607414351783)"
289380495,2024-07-01,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","Q",108,0,"18-24","F","ASIAN / PACIFIC ISLANDER",999913,211323,40.746697,-73.943471,"POINT (-73.943471 40.746697)"
289351552,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","M",30,0,"25-44","M","WHITE HISPANIC",999356,238994,40.822647,-73.945417,"POINT (-73.945417 40.822647)"
289395342,2024-07-01,101,"ASSAULT 3",344,"ASSAULT 3 & RELATED OFFENSES","PL 1200001","M","K",63,0,"<18","F","BLACK",1006439,167892,40.627476,-73.920061,"POINT (-73.920061 40.627476)"
289441063,2024-07-02,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","Q",109,0,"25-44","M","WHITE HISPANIC",1031631,216160,40.759861,-73.828967,"POINT (-73.828967 40.759861)"
289459647,2024-07-02,792,"CRIMINAL POSSESSION WEAPON",118,"DANGEROUS WEAPONS","PL 26503BS","F","K",75,2,"<18","M","BLACK",1012193,182071,40.666377,-73.899274,"POINT (-73.899274 40.666377)"
289389376,2024-07-01,105,"STRANGULATION 1ST",106,"FELONY ASSAULT","PL 1211200","F","K",75,0,"25-44","M","BLACK",1015716,184348,40.672615,-73.886566,"POINT (-73.886566 40.672615)"
289403847,2024-07-01,695,"CHILD ABANDONMENT",120,"CHILD ABANDONMENT/NON SUPPORT 1","PL 2600001","F","Q",110,0,"25-44","M","WHITE HISPANIC",1017930,211316,40.746628,-73.878449,"POINT (-73.878449 40.746628)"
289424676,2024-07-02,49,"U.S. CODE UNCLASSIFIED",995,"FOR OTHER AUTHORITIES","FOA9000049","","K",84,0,"45-64","F","WHITE",988897,192631,40.695404,-73.983239,"POINT (-73.983239 40.695404)"
289458628,2024-07-02,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200502","F","Q",109,0,"25-44","F","ASIAN / PACIFIC ISLANDER",1038263,216090,40.759631,-73.805027,"POINT (-73.805027 40.759631)"
289459640,2024-07-02,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,"VEHICLE AND TRAFFIC LAWS","VTL0511001","M","B",40,0,"18-24","M","BLACK",1008624,236597,40.8160461581801,-73.9119430449189,"POINT (-73.91194304491894 40.81604615818014)"
289413242,2024-07-02,905,"INTOXICATED DRIVING,ALCOHOL",347,"INTOXICATED & IMPAIRED DRIVING","VTL11920U2","M","Q",113,3,"65+","M","BLACK",1046315,187088,40.6799807384666,-73.7762339071953,"POINT (-73.7762339071953 40.6799807384666)"
289446272,2024-07-02,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,"OTHER TRAFFIC INFRACTION","VTL051101A","M","Q",113,97,"45-64","M","WHITE HISPANIC",1046315,187088,40.6799807384666,-73.7762339071953,"POINT (-73.7762339071953 40.6799807384666)"
289455620,2024-07-02,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","K",62,0,"25-44","F","WHITE",983955,156039,40.59497,-74.001062,"POINT (-74.001062 40.59497)"
289373976,2024-07-01,339,"LARCENY,PETIT FROM OPEN AREAS,",341,"PETIT LARCENY","PL 1552500","M","Q",110,0,"25-44","M","WHITE HISPANIC",1018896,207065,40.734955,-73.874983,"POINT (-73.874983 40.734955)"
289421418,2024-07-02,268,"CRIMINAL MIS 2 & 3",121,"CRIMINAL MISCHIEF & RELATED OF","PL 1450502","F","B",52,0,"18-24","M","WHITE HISPANIC",1010860,252778,40.860453,-73.903798,"POINT (-73.903798 40.860453)"
289410467,2024-07-02,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200600","F","B",48,0,"25-44","M","BLACK",1011780,246837,40.844144,-73.900499,"POINT (-73.900499 40.844144)"
289413236,2024-07-02,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,"MISCELLANEOUS PENAL LAW","PL 215510B","F","Q",114,0,"25-44","M","BLACK",1007694,219656,40.769552,-73.915361,"POINT (-73.915361 40.769552)"
289403840,2024-07-02,109,"ASSAULT 2,1,UNCLASSIFIED",106,"FELONY ASSAULT","PL 1200501","F","K",70,0,"45-64","M","BLACK",995905,174205,40.644823,-73.958,"POINT (-73.958 40.644823)"
289373859,2024-07-01,705,"FORGERY,ETC.-MISD.",358,"OFFENSES INVOLVING FRAUD","PL 1702000","M","K",72,0,"25-44","M","WHITE HISPANIC",978016,172643,40.640539531491,-74.022462587948,"POINT (-74.02246258794797 40.64053953149103)"
289358725,2024-07-01,223,"BURGLARY,RESIDENCE,NIGHT",107,"BURGLARY","PL 1402502","F","B",40,0,"18-24","M","WHITE HISPANIC",1004745,233328,40.807086,-73.925967,"POINT (-73.925967 40.807086)"
